ClientNr,Vestiging,Leeftijd,Geslacht,Lengte,Gewicht
1086146573904740000,Roermond,60,Vrouw,NULL,NULL
1720295583386280000,Roermond,42,Vrouw,NULL,NULL
4219086668129630000,Roermond,58,Vrouw,NULL,NULL
-5972869484143850000,Roermond,45,Vrouw,NULL,NULL
4323876964069980000,Heerlen,38,Man,NULL,NULL
6389940952329890000,Sittard-Geleen,41,Man,NULL,NULL
5734414390423990000,Eindhoven,21,Vrouw,NULL,NULL
3554550561826240000,Roermond,29,Man,NULL,NULL
-8698442760673380000,Heerlen,44,Vrouw,NULL,NULL
-7439104262963920000,Sittard-Geleen,26,Vrouw,NULL,NULL
-6041905182855060000,Roermond,57,Man,NULL,NULL
7582881285717610000,Sittard-Geleen,46,Vrouw,NULL,NULL
-5250359724928650000,Sittard-Geleen,40,Vrouw,NULL,NULL
-3532686622565320000,Eindhoven,31,Man,NULL,NULL
3464188980500940000,Sittard-Geleen,51,Man,NULL,NULL
2988832841814920000,Heerlen,31,Vrouw,NULL,NULL
4590157355816550000,Maastricht,25,Man,NULL,NULL
-2465081649096180000,Heerlen,41,Man,NULL,NULL
8931308354240370000,Heerlen,30,Vrouw,NULL,NULL
2312078882234590000,Roermond,39,Vrouw,NULL,NULL
5529988760846280000,Roermond,43,Vrouw,NULL,NULL
-532088555863032000,Eindhoven,35,Man,NULL,NULL
4848527990313310000,Eindhoven,35,Man,NULL,NULL
1747162931464450000,Roermond,57,Vrouw,NULL,NULL
6323178051490690000,Sittard-Geleen,55,Man,NULL,NULL
9154861241504170000,Eindhoven,49,Vrouw,NULL,NULL
-8707326242733710000,Eindhoven,49,Vrouw,NULL,NULL
7525966564366960000,Eindhoven,52,Man,NULL,NULL
2790948662126510000,Heerlen,51,Vrouw,NULL,NULL
-8666089449886070000,Eindhoven,31,Man,NULL,NULL
-4978420513669860000,Eindhoven,25,Vrouw,NULL,NULL
-8276090102020440000,Sittard-Geleen,49,Vrouw,NULL,NULL
8675955893355590000,Eindhoven,49,Vrouw,NULL,NULL
-3062299949023060000,Maastricht,23,Vrouw,NULL,NULL
7434622918615970000,Eindhoven,57,Vrouw,NULL,NULL
-3364207243997610000,Eindhoven,43,Vrouw,NULL,NULL
-918872611410737000,Eindhoven,39,Man,NULL,NULL
7757252275811380000,Roermond,60,Vrouw,NULL,NULL
-945252451557777000,Roermond,41,Man,NULL,NULL
-7668699039584790000,Sittard-Geleen,30,Vrouw,NULL,NULL
-7416589428123700000,Heerlen,32,Vrouw,NULL,NULL
3287820548292310000,Sittard-Geleen,66,Vrouw,NULL,NULL
-4870932570483960000,Heerlen,52,Vrouw,NULL,NULL
-1383140044137660000,Eindhoven,53,Vrouw,NULL,NULL
-2712129027018490000,Maastricht,60,Man,NULL,NULL
2643309132987440000,Heerlen,53,Vrouw,NULL,NULL
-6018079164875400000,Eindhoven,29,Vrouw,NULL,NULL
8777980713360900000,Roermond,61,Man,NULL,NULL
2847362404243650000,Maastricht,55,Vrouw,NULL,NULL
7440653331814210,Sittard-Geleen,48,Vrouw,NULL,NULL
7328859916715660000,Sittard-Geleen,49,Vrouw,NULL,NULL
1266426538099990000,Sittard-Geleen,53,Vrouw,NULL,NULL
-596415311153894000,Eindhoven,42,Man,NULL,NULL
-7547818485277840000,Heerlen,48,Man,NULL,NULL
-6494449507223520000,Maastricht,41,Man,NULL,NULL
6188176711703910000,Eindhoven,51,Vrouw,NULL,NULL
-3701613266549760000,Eindhoven,56,Man,NULL,NULL
8444883358546030000,Heerlen,24,Man,NULL,NULL
1381849707795070000,Maastricht,42,Vrouw,NULL,NULL
726407399130481000,Heerlen,57,Vrouw,NULL,NULL
-4519510903090060000,Eindhoven,58,Vrouw,NULL,NULL
-551652405582218000,Maastricht,45,Vrouw,NULL,NULL
-5238830433788700000,Heerlen,41,Vrouw,NULL,NULL
-5761346441515080000,Eindhoven,33,Vrouw,NULL,NULL
-5203014106364310000,Heerlen,41,Man,NULL,NULL
-8134391752482600000,Sittard-Geleen,59,Man,NULL,NULL
8887954374769060000,Sittard-Geleen,48,Vrouw,NULL,NULL
203151219564550000,Maastricht,38,Man,NULL,NULL
-5159190264650440000,Roermond,37,Man,NULL,NULL
4177978134286620000,Heerlen,52,Vrouw,NULL,NULL
-1081365573328480000,Heerlen,36,Man,NULL,NULL
3901790957250600000,Roermond,54,Vrouw,NULL,NULL
-6926474036814890000,Maastricht,61,Man,NULL,NULL
7737235156283570000,Roermond,61,Vrouw,NULL,NULL
2186284013657930000,Heerlen,56,Vrouw,NULL,NULL
-7141347260631390000,Sittard-Geleen,48,Vrouw,NULL,NULL
-4803439315898230000,Heerlen,51,Vrouw,NULL,NULL
-4578990765684170000,Sittard-Geleen,29,Vrouw,NULL,NULL
6580791467431650000,Maastricht,41,Vrouw,NULL,NULL
-3209411901569930000,Sittard-Geleen,32,Vrouw,NULL,NULL
-3932870411478890000,Heerlen,56,Vrouw,NULL,NULL
755380927735973000,Maastricht,41,Vrouw,NULL,NULL
-3177432447683940000,Sittard-Geleen,42,Vrouw,NULL,NULL
-1133187066189640000,Sittard-Geleen,42,Vrouw,NULL,NULL
7401036337632100000,Heerlen,34,Vrouw,NULL,NULL
-2910633467294480000,Heerlen,49,Man,NULL,NULL
5538358980859800000,Maastricht,31,Vrouw,NULL,NULL
-8184320728520110000,Eindhoven,62,Vrouw,NULL,NULL
-5658986879093120000,Maastricht,60,Man,NULL,NULL
-3459693113532160000,Heerlen,41,Vrouw,NULL,NULL
2026630141550260000,Sittard-Geleen,57,Vrouw,NULL,NULL
6690870372448570000,Heerlen,38,Vrouw,NULL,NULL
-4656529693844240000,Roermond,53,Vrouw,NULL,NULL
-4364344873549530000,Sittard-Geleen,63,Man,NULL,NULL
-4549244616139960000,Eindhoven,61,Vrouw,NULL,NULL
-4249344116243090000,Eindhoven,41,Vrouw,NULL,NULL
7286003068014770000,Heerlen,29,Man,NULL,NULL
7204269155664600000,Maastricht,58,Man,NULL,NULL
3550604484542860000,Heerlen,57,Vrouw,NULL,NULL
-6177631719487430000,Roermond,57,Vrouw,NULL,NULL
5306290041380380000,Eindhoven,38,Vrouw,NULL,NULL
5212691896708530000,Maastricht,31,Vrouw,NULL,NULL
-7835115919676330000,Maastricht,57,Vrouw,NULL,NULL
7381239847897450000,Maastricht,36,Vrouw,NULL,NULL
4235570446589850000,Sittard-Geleen,45,Vrouw,NULL,NULL
4946292107025910000,Roermond,61,Vrouw,NULL,NULL
6517652483952080000,Heerlen,53,Vrouw,NULL,NULL
-9006027019064720000,Heerlen,46,Man,NULL,NULL
8684704965942440000,Maastricht,40,Vrouw,NULL,NULL
1575933265280720000,Sittard-Geleen,41,Man,NULL,NULL
-7988435175177930000,Roermond,54,Vrouw,NULL,NULL
-3934624432927820000,Heerlen,29,Man,NULL,NULL
3271511763935470000,Roermond,62,Man,NULL,NULL
-6620662917057270000,Eindhoven,54,Man,NULL,NULL
-3021737931285920000,Sittard-Geleen,28,Vrouw,NULL,NULL
-2292234756212020000,Sittard-Geleen,34,Vrouw,NULL,NULL
9121622375344760000,Maastricht,56,Vrouw,NULL,NULL
-2003128836298720000,Eindhoven,27,Vrouw,NULL,NULL
8962478613926790000,Heerlen,53,Vrouw,NULL,NULL
9109035984514800000,Maastricht,44,Man,NULL,NULL
-7652340357304510000,Eindhoven,46,Vrouw,NULL,NULL
3726977535023790000,Heerlen,48,Vrouw,NULL,NULL
8927285615153140000,Maastricht,34,Vrouw,NULL,NULL
4907722627617440000,Sittard-Geleen,53,Man,NULL,NULL
5547185814150630000,Eindhoven,31,Vrouw,NULL,NULL
-8910422048641800000,Heerlen,30,Man,NULL,NULL
-7002754772165480000,Heerlen,46,Man,NULL,NULL
-7306543696553590000,Maastricht,58,Man,NULL,NULL
-18372621336864100,Roermond,41,Vrouw,NULL,NULL
189044930773286000,Sittard-Geleen,66,Vrouw,NULL,NULL
-7101737046261840000,Roermond,54,Vrouw,NULL,NULL
8200453588361160000,Maastricht,52,Man,NULL,NULL
1670767551699750000,Sittard-Geleen,36,Vrouw,NULL,NULL
-3815838858625480000,Heerlen,61,Vrouw,NULL,NULL
-1225351105266450000,Eindhoven,57,Man,NULL,NULL
5476894232802220000,Maastricht,33,Vrouw,NULL,NULL
-5817493245059350000,Eindhoven,33,Vrouw,NULL,NULL
-1496949641852240000,Sittard-Geleen,44,Vrouw,NULL,NULL
4428190996534040000,Maastricht,44,Man,NULL,NULL
-203822614417037000,Heerlen,38,Man,NULL,NULL
3814833995082080000,Eindhoven,22,Man,NULL,NULL
-1409465850839710000,Heerlen,23,Vrouw,NULL,NULL
-168553908190705000,Sittard-Geleen,53,Vrouw,NULL,NULL
1267839625636310000,Heerlen,33,Vrouw,NULL,NULL
7640885693703120000,Heerlen,28,Vrouw,NULL,NULL
6896204386130420000,Sittard-Geleen,56,Man,NULL,NULL
-3918819004243780000,Sittard-Geleen,46,Man,NULL,NULL
-2337816161242450000,Sittard-Geleen,39,Man,NULL,NULL
-7632692973074730000,Sittard-Geleen,53,Vrouw,NULL,NULL
-8827290218131410000,Heerlen,47,Man,NULL,NULL
4594222899343250000,Maastricht,59,Vrouw,NULL,NULL
8617045459942480000,Maastricht,34,Vrouw,NULL,NULL
-5910010665242500000,Heerlen,61,Vrouw,NULL,NULL
-5374558146075090000,Maastricht,50,Vrouw,NULL,NULL
-1915157970631870000,Sittard-Geleen,46,Vrouw,NULL,NULL
-2271893338088190000,Heerlen,31,Vrouw,NULL,NULL
-7534564909911410000,Eindhoven,38,Vrouw,NULL,NULL
-5296459028755710000,Maastricht,60,Vrouw,NULL,NULL
1270914238959730000,Eindhoven,41,Man,NULL,NULL
6955086457160170000,Eindhoven,33,Man,NULL,NULL
-175011181452196000,Eindhoven,68,Vrouw,NULL,NULL
-7097359459264960000,Maastricht,26,Man,NULL,NULL
5458156067077590000,Sittard-Geleen,40,Man,NULL,NULL
7346904438681610000,Heerlen,61,Man,NULL,NULL
6959801255559500000,Roermond,58,Vrouw,NULL,NULL
-5207274727150140000,Eindhoven,30,Vrouw,NULL,NULL
-405359384115221000,Maastricht,48,Man,NULL,NULL
-6059068267576000000,Maastricht,40,Man,NULL,NULL
-7638375684425790000,Eindhoven,36,Man,NULL,NULL
7492859195952740000,Sittard-Geleen,36,Vrouw,NULL,NULL
3104410458325600000,Maastricht,58,Vrouw,NULL,NULL
7459990040533270000,Maastricht,40,Vrouw,NULL,NULL
4437110303533240000,Heerlen,48,Vrouw,NULL,NULL
-827203911736077000,Eindhoven,35,Vrouw,NULL,NULL
683898793429689000,Heerlen,31,Man,NULL,NULL
-8057112534608300000,Sittard-Geleen,57,Man,NULL,NULL
7999259881453020000,Eindhoven,28,Vrouw,NULL,NULL
-8394294441786690000,Eindhoven,49,Man,NULL,NULL
6505663083970330000,Sittard-Geleen,38,Man,NULL,NULL
8434260684243980000,Maastricht,47,Man,NULL,NULL
-366198126813700000,Eindhoven,41,Vrouw,NULL,NULL
3824214900365050000,Heerlen,60,Vrouw,NULL,NULL
3058986374194280000,Maastricht,46,Vrouw,NULL,NULL
-6064466857419560000,Eindhoven,28,Vrouw,NULL,NULL
-8797483860171700000,Roermond,63,Man,NULL,NULL
109696459525009000,Roermond,62,Vrouw,NULL,NULL
-4468005207023710000,Maastricht,48,Vrouw,NULL,NULL
-6465911711286740000,Maastricht,35,Vrouw,NULL,NULL
8436893427720690000,Roermond,64,Man,NULL,NULL
-2241937134278760000,Roermond,47,Man,NULL,NULL
-796311277271356000,Eindhoven,36,Man,NULL,NULL
5021303008552730000,Sittard-Geleen,29,Vrouw,NULL,NULL
3828435416928920000,Sittard-Geleen,56,Vrouw,NULL,NULL
-8605483101727940000,Eindhoven,48,Vrouw,NULL,NULL
8035965815322850000,Eindhoven,41,Man,NULL,NULL
8018580824352150000,Roermond,38,Vrouw,NULL,NULL
3964625558344020000,Roermond,55,Vrouw,NULL,NULL
5406129475082170000,Maastricht,55,Vrouw,NULL,NULL
-3615285029693240000,Eindhoven,36,Vrouw,NULL,NULL
6794219756726930000,Heerlen,57,Man,NULL,NULL
8474242460798380000,Maastricht,42,Vrouw,NULL,NULL
-2710788306759730000,Sittard-Geleen,43,Vrouw,NULL,NULL
-8715758175906320000,Maastricht,59,Vrouw,NULL,NULL
-6669046429939470000,Heerlen,58,Vrouw,NULL,NULL
1576685357300450000,Heerlen,51,Vrouw,NULL,NULL
-4209480579246910000,Roermond,70,Vrouw,NULL,NULL
-4361438104731480000,Roermond,54,Man,NULL,NULL
4180240138043160000,Sittard-Geleen,44,Man,NULL,NULL
6448645748856980000,Maastricht,53,Vrouw,NULL,NULL
-2677356363133050000,Roermond,53,Man,NULL,NULL
-7254874504761070000,Sittard-Geleen,28,Vrouw,NULL,NULL
-2244930060577020000,Roermond,41,Vrouw,NULL,NULL
-6557348188349280000,Heerlen,24,Vrouw,NULL,NULL
-4264009042693980000,Roermond,52,Vrouw,NULL,NULL
-7547330145164670000,Heerlen,43,Vrouw,NULL,NULL
2556650122104030000,Heerlen,49,Vrouw,NULL,NULL
9108368188379160000,Eindhoven,27,Vrouw,NULL,NULL
-3423912601411140000,Heerlen,51,Man,NULL,NULL
-3841162946588510000,Maastricht,35,Man,NULL,NULL
7487570354228350000,Maastricht,36,Vrouw,NULL,NULL
-3087216827880840000,Sittard-Geleen,39,Vrouw,NULL,NULL
-2321926739679870000,Sittard-Geleen,49,Man,NULL,NULL
-7913237158961900000,Roermond,27,Vrouw,NULL,NULL
1871229287914120000,Heerlen,59,Man,NULL,NULL
5107508628215120000,Roermond,49,Man,NULL,NULL
2425453892111210000,Heerlen,50,Vrouw,NULL,NULL
-6984065813566520000,Heerlen,39,Man,NULL,NULL
3810311060363340000,Roermond,43,Vrouw,NULL,NULL
4669108392775830000,Roermond,62,Man,NULL,NULL
5581950639647800000,Heerlen,40,Man,NULL,NULL
-5309621420951600000,Eindhoven,37,Vrouw,NULL,NULL
8474693023343650000,Roermond,64,Vrouw,NULL,NULL
-2053384206872360000,Sittard-Geleen,44,Vrouw,NULL,NULL
-6940016617339630000,Heerlen,47,Vrouw,NULL,NULL
8738962398031460000,Roermond,34,Man,NULL,NULL
2465129332457990000,Heerlen,22,Man,NULL,NULL
-6332694444712540000,Eindhoven,36,Vrouw,NULL,NULL
-2515868767234930000,Roermond,58,Vrouw,NULL,NULL
-2978127444420850000,Maastricht,27,Vrouw,NULL,NULL
-1172479327803720000,Eindhoven,25,Vrouw,NULL,NULL
-7250171332612850000,Eindhoven,27,Vrouw,NULL,NULL
3417965712308660000,Maastricht,49,Man,NULL,NULL
-1645107150112450000,Eindhoven,35,Vrouw,NULL,NULL
6244900444989640000,Maastricht,59,Vrouw,NULL,NULL
6973168688500630000,Heerlen,63,Vrouw,NULL,NULL
8679902746631670000,Maastricht,53,Vrouw,NULL,NULL
7723074747971390000,Sittard-Geleen,54,Vrouw,NULL,NULL
6970140010688900000,Eindhoven,53,Man,NULL,NULL
8276963368464660000,Maastricht,70,Man,NULL,NULL
-4375099016616550000,Roermond,50,Man,NULL,NULL
7986423640275290000,Maastricht,25,Vrouw,NULL,NULL
8782697696097890000,Sittard-Geleen,43,Man,NULL,NULL
6280768618369690000,Maastricht,62,Man,NULL,NULL
-7904145036859450000,Maastricht,26,Vrouw,NULL,NULL
7450264399699110000,Roermond,35,Man,NULL,NULL
-8134205925531220000,Sittard-Geleen,36,Man,NULL,NULL
8391090326295620000,Maastricht,47,Man,NULL,NULL
-7826017943434350000,Heerlen,51,Man,NULL,NULL
-8624838836511000000,Heerlen,36,Vrouw,NULL,NULL
4278763012647430000,Eindhoven,47,Man,NULL,NULL
-288000094708584000,Eindhoven,27,Vrouw,NULL,NULL
-1632757652779690000,Sittard-Geleen,51,Vrouw,NULL,NULL
8442683343624930000,Maastricht,25,Man,NULL,NULL
-4379341266062770000,Heerlen,51,Vrouw,NULL,NULL
-8285271621716940000,Eindhoven,27,Vrouw,NULL,NULL
-5076087348375920000,Maastricht,48,Vrouw,NULL,NULL
-545984353683026000,Maastricht,42,Vrouw,NULL,NULL
495188302695609000,Maastricht,37,Man,NULL,NULL
-1995788347761060000,Roermond,35,Man,NULL,NULL
4028651219452790000,Eindhoven,42,Man,NULL,NULL
-8039279018766300000,Maastricht,55,Man,NULL,NULL
8041334611073450000,Sittard-Geleen,47,Vrouw,NULL,NULL
954529740920939000,Sittard-Geleen,59,Vrouw,NULL,NULL
5172126766717410000,Maastricht,52,Vrouw,NULL,NULL
-2523895184144750000,Eindhoven,29,Vrouw,NULL,NULL
2870310197292510000,Roermond,33,Vrouw,NULL,NULL
5224316086909080000,Maastricht,39,Vrouw,NULL,NULL
4686567794389550000,Sittard-Geleen,44,Man,NULL,NULL
-5027653696075850000,Eindhoven,44,Vrouw,NULL,NULL
-4849211912630590000,Heerlen,44,Vrouw,NULL,NULL
-5101613319908780000,Maastricht,54,Man,NULL,NULL
-1529218596566890000,Roermond,42,Man,NULL,NULL
5174544480799190000,Roermond,56,Man,NULL,NULL
8699605990571140000,Sittard-Geleen,34,Vrouw,NULL,NULL
1920675852982210000,Eindhoven,58,Man,NULL,NULL
-4702421599996100000,Eindhoven,65,Vrouw,NULL,NULL
4273298839258390000,Roermond,25,Vrouw,NULL,NULL
-1602721824432080000,Eindhoven,32,Man,NULL,NULL
-1714754660894520000,Eindhoven,58,Vrouw,NULL,NULL
-588189809133429000,Maastricht,47,Man,NULL,NULL
-909332846988183000,Sittard-Geleen,47,Vrouw,NULL,NULL
-9030924060792470000,Heerlen,57,Vrouw,NULL,NULL
-3965006646091240000,Eindhoven,30,Vrouw,NULL,NULL
8677750947462170000,Sittard-Geleen,43,Man,NULL,NULL
8040278009078040000,Eindhoven,26,Vrouw,NULL,NULL
5402377418355070000,Eindhoven,29,Man,NULL,NULL
-3546583635286510000,Heerlen,49,Vrouw,NULL,NULL
2971723102916410000,Heerlen,52,Vrouw,NULL,NULL
2652934884355290000,Sittard-Geleen,62,Vrouw,NULL,NULL
5769045074425760000,Heerlen,40,Vrouw,NULL,NULL
8396090549029930000,Roermond,52,Vrouw,NULL,NULL
2238529008777450000,Maastricht,45,Vrouw,NULL,NULL
-3804866165961550000,Sittard-Geleen,33,Vrouw,NULL,NULL
2525287341605740000,Maastricht,39,Man,NULL,NULL
7204665867200820000,Sittard-Geleen,56,Vrouw,NULL,NULL
-383805249064579000,Heerlen,29,Man,NULL,NULL
-4285705176747760000,Sittard-Geleen,43,Man,NULL,NULL
8198306498288190000,Roermond,56,Man,NULL,NULL
-8155940806245080000,Maastricht,28,Vrouw,NULL,NULL
-1626416250386060000,Maastricht,51,Vrouw,NULL,NULL
7228624718366140000,Roermond,48,Man,NULL,NULL
6946693587252990000,Sittard-Geleen,24,Vrouw,NULL,NULL
-2206599115365570000,Roermond,24,Vrouw,NULL,NULL
6132274172837710000,Maastricht,50,Man,NULL,NULL
-1173555970264850000,Heerlen,42,Vrouw,NULL,NULL
7861917129688990000,Roermond,40,Vrouw,NULL,NULL
5346549761490080000,Maastricht,22,Vrouw,NULL,NULL
4805570548630290000,Roermond,36,Vrouw,NULL,NULL
7550976657127570000,Maastricht,48,Vrouw,NULL,NULL
-5921090802664720000,Roermond,32,Man,NULL,NULL
3189309724118260000,Roermond,56,Man,NULL,NULL
5048249227344410000,Eindhoven,35,Vrouw,NULL,NULL
-6043275483867790000,Sittard-Geleen,36,Vrouw,NULL,NULL
2367026251346820000,Heerlen,46,Man,NULL,NULL
3324912637658020000,Sittard-Geleen,35,Vrouw,NULL,NULL
1403871195061900000,Sittard-Geleen,44,Vrouw,NULL,NULL
-3042316683899560000,Sittard-Geleen,56,Vrouw,NULL,NULL
-8248360050373250000,Roermond,49,Vrouw,NULL,NULL
-6379366250543790000,Maastricht,38,Man,NULL,NULL
3667485122913960000,Roermond,46,Vrouw,NULL,NULL
1525413791163160000,Maastricht,60,Vrouw,NULL,NULL
-2474480515761620000,Roermond,33,Man,NULL,NULL
-8614615108653420000,Eindhoven,36,Vrouw,NULL,NULL
1353809874763080000,Eindhoven,32,Man,NULL,NULL
-5227417479676450000,Heerlen,44,Man,NULL,NULL
-1421613521360290000,Eindhoven,30,Vrouw,NULL,NULL
-2874062538363160000,Sittard-Geleen,49,Vrouw,NULL,NULL
-2204045494247080000,Maastricht,52,Man,NULL,NULL
4313688190599520000,Maastricht,37,Vrouw,NULL,NULL
-2587731344140380000,Eindhoven,49,Vrouw,NULL,NULL
4230051833027030000,Roermond,45,Vrouw,NULL,NULL
-1747764317568380000,Heerlen,58,Vrouw,NULL,NULL
-910206247746444000,Sittard-Geleen,40,Vrouw,NULL,NULL
-4134950762683010000,Heerlen,51,Vrouw,NULL,NULL
6605708819246510000,Sittard-Geleen,48,Vrouw,NULL,NULL
-1667470214629390000,Heerlen,36,Vrouw,NULL,NULL
4549117767683170000,Eindhoven,44,Vrouw,NULL,NULL
4441420505849230000,Heerlen,45,Vrouw,NULL,NULL
-3575821958396690000,Maastricht,38,Vrouw,NULL,NULL
-9222884737651550000,Heerlen,42,Man,NULL,NULL
1388765925549700000,Sittard-Geleen,44,Vrouw,NULL,NULL
8348600465901220000,Sittard-Geleen,49,Vrouw,NULL,NULL
-3114920572817720000,Maastricht,49,Vrouw,NULL,NULL
2752656775158470000,Maastricht,63,Vrouw,NULL,NULL
-5641941836690790000,Eindhoven,41,Vrouw,NULL,NULL
1805283947055200000,Eindhoven,45,Man,NULL,NULL
8864282466112050000,Maastricht,29,Man,NULL,NULL
-3225933256845900000,Maastricht,60,Vrouw,NULL,NULL
-3133855255604100000,Eindhoven,40,Man,NULL,NULL
1392801281716520000,Roermond,64,Vrouw,NULL,NULL
6527321888162680000,Eindhoven,42,Vrouw,NULL,NULL
5223295397021140000,Sittard-Geleen,46,Man,NULL,NULL
2074348464401490000,Heerlen,30,Man,NULL,NULL
6894484824671200000,Maastricht,47,Vrouw,NULL,NULL
3690088505967580000,Sittard-Geleen,60,Vrouw,NULL,NULL
8372318817202220000,Eindhoven,55,Vrouw,NULL,NULL
-951926364828168000,Heerlen,30,Vrouw,NULL,NULL
2008645498957070000,Eindhoven,59,Vrouw,NULL,NULL
-7048224405242310000,Eindhoven,38,Vrouw,NULL,NULL
1731829035250950000,Heerlen,50,Man,NULL,NULL
4405703070446420000,Maastricht,33,Man,NULL,NULL
3541060151377240000,Maastricht,57,Vrouw,NULL,NULL
-3063661868197530000,Eindhoven,46,Vrouw,NULL,NULL
-217016460260796000,Eindhoven,40,Vrouw,NULL,NULL
-8187886060130310000,Eindhoven,51,Man,NULL,NULL
-3401935724379110000,Sittard-Geleen,57,Vrouw,NULL,NULL
-1889539922190750000,Eindhoven,45,Man,NULL,NULL
2977972361473830000,Maastricht,44,Vrouw,NULL,NULL
2120879223452730000,Sittard-Geleen,53,Man,NULL,NULL
8516908835026560000,Sittard-Geleen,30,Vrouw,NULL,NULL
4459945409654940000,Maastricht,24,Man,NULL,NULL
-120134769560659000,Maastricht,56,Man,NULL,NULL
-5290596638621880000,Eindhoven,56,Vrouw,NULL,NULL
-6486410099110560000,Maastricht,39,Vrouw,NULL,NULL
477400246426431000,Roermond,28,Vrouw,NULL,NULL
-434965887931111000,Heerlen,69,Vrouw,NULL,NULL
7990498407302470000,Roermond,48,Vrouw,NULL,NULL
-1164607932220680000,Maastricht,40,Vrouw,NULL,NULL
3108249485982730000,Eindhoven,35,Vrouw,NULL,NULL
-3815789230382380000,Maastricht,55,Vrouw,NULL,NULL
-945414563468494000,Eindhoven,38,Vrouw,NULL,NULL
1374557059714580000,Eindhoven,40,Vrouw,NULL,NULL
6928012151751800000,Eindhoven,42,Vrouw,NULL,NULL
-2445596181253750000,Maastricht,33,Vrouw,NULL,NULL
-4566085139746270000,Sittard-Geleen,32,Vrouw,NULL,NULL
5826434344500640000,Eindhoven,34,Vrouw,NULL,NULL
-5977976413642630000,Sittard-Geleen,38,Vrouw,NULL,NULL
-4055202565465220000,Maastricht,42,Man,NULL,NULL
8907508569009830000,Roermond,43,Vrouw,NULL,NULL
-5876383231385520000,Eindhoven,42,Vrouw,NULL,NULL
-2322050217560730000,Maastricht,31,Vrouw,NULL,NULL
-7769272533733730000,Roermond,60,Man,NULL,NULL
-1418057279673810000,Roermond,28,Man,NULL,NULL
2469083083028310000,Heerlen,31,Vrouw,NULL,NULL
-4012721667299870000,Eindhoven,47,Man,NULL,NULL
-8078018820389150000,Roermond,55,Man,NULL,NULL
-4622637877730020000,Roermond,27,Vrouw,NULL,NULL
7079622816072950000,Sittard-Geleen,33,Vrouw,NULL,NULL
-8117222202440860000,Heerlen,57,Man,NULL,NULL
-4513008889937220000,Sittard-Geleen,61,Vrouw,NULL,NULL
-5803727732510930000,Heerlen,58,Vrouw,NULL,NULL
-829160329090056000,Roermond,26,Vrouw,NULL,NULL
-4813507119712140000,Heerlen,28,Vrouw,NULL,NULL
2814319417836710000,Eindhoven,52,Vrouw,NULL,NULL
4031247583744600000,Heerlen,50,Vrouw,NULL,NULL
-8505058564354070000,Roermond,29,Vrouw,NULL,NULL
3107810862683700000,Roermond,61,Vrouw,NULL,NULL
3378725080307180000,Maastricht,59,Vrouw,NULL,NULL
5396810118065700000,Sittard-Geleen,42,Vrouw,NULL,NULL
5567927362911360000,Eindhoven,44,Vrouw,NULL,NULL
4223974177288780000,Roermond,35,Vrouw,NULL,NULL
-5447991784291650000,Eindhoven,62,Vrouw,NULL,NULL
-1007423958554560000,Sittard-Geleen,22,Vrouw,NULL,NULL
-4936788896727280000,Roermond,51,Man,NULL,NULL
-4786907548484230000,Eindhoven,58,Vrouw,NULL,NULL
-7582288809957460000,Eindhoven,40,Vrouw,NULL,NULL
-7428749102730630000,Maastricht,38,Man,NULL,NULL
83435436650849600,Eindhoven,28,Vrouw,NULL,NULL
-3108531211504990000,Eindhoven,44,Vrouw,NULL,NULL
8767600689208640000,Sittard-Geleen,21,Man,NULL,NULL
-4184445341163790000,Maastricht,61,Man,NULL,NULL
8740157133454730000,Sittard-Geleen,62,Man,NULL,NULL
-6390933134332050000,Eindhoven,52,Vrouw,NULL,NULL
7457086920868560000,Maastricht,48,Vrouw,NULL,NULL
1286645952192880000,Sittard-Geleen,44,Man,NULL,NULL
10421756303849300,Roermond,45,Vrouw,NULL,NULL
804383619656959000,Heerlen,59,Man,NULL,NULL
-4984613264224210000,Heerlen,60,Vrouw,NULL,NULL
-6063352454083850000,Eindhoven,36,Vrouw,NULL,NULL
-82201802616128200,Sittard-Geleen,39,Vrouw,NULL,NULL
4680192490573810000,Roermond,32,Vrouw,NULL,NULL
-7292380884290490000,Sittard-Geleen,58,Vrouw,NULL,NULL
729719844440018000,Maastricht,24,Man,NULL,NULL
-291221771745611000,Maastricht,52,Man,NULL,NULL
96593127247896700,Heerlen,42,Vrouw,NULL,NULL
5674537137420410000,Sittard-Geleen,50,Man,NULL,NULL
6288786678423130000,Roermond,48,Vrouw,NULL,NULL
-5090533893907690000,Maastricht,40,Vrouw,NULL,NULL
-8512515284447860000,Heerlen,62,Man,NULL,NULL
249872475249294000,Eindhoven,37,Man,NULL,NULL
3845547247081010000,Sittard-Geleen,57,Man,NULL,NULL
7581920129107440000,Roermond,51,Man,NULL,NULL
4460997206727780000,Heerlen,57,Vrouw,NULL,NULL
-8108576517755870000,Maastricht,65,Man,NULL,NULL
5958630552749730000,Maastricht,24,Man,NULL,NULL
2121899196437770000,Roermond,60,Vrouw,NULL,NULL
-576551550393118000,Eindhoven,28,Vrouw,NULL,NULL
-5385210697767770000,Maastricht,30,Vrouw,NULL,NULL
781551643992452000,Roermond,60,Vrouw,NULL,NULL
3456980477845590000,Sittard-Geleen,41,Vrouw,NULL,NULL
-765217689729926000,Heerlen,41,Vrouw,NULL,NULL
4956483407540630000,Roermond,18,Vrouw,NULL,NULL
