ClientNr,Vestiging,Leeftijd,Geslacht,Lengte,Gewicht
-208941397452744000,Heerlen,44,Man,NULL,NULL
7600302644912100000,Maastricht,58,Vrouw,NULL,NULL
5356776936683340000,Sittard-Geleen,61,Man,NULL,NULL
-3851324431056470000,Roermond,56,Man,NULL,NULL
-3293219705837300000,Sittard-Geleen,54,Vrouw,NULL,NULL
1635110251988160000,Sittard-Geleen,49,Man,NULL,NULL
8858510584650690000,Sittard-Geleen,52,Vrouw,NULL,NULL
428367066516808000,Maastricht,41,Man,NULL,NULL
8860985445160260000,Heerlen,38,Man,NULL,NULL
-1856165113125490000,Roermond,42,Vrouw,NULL,NULL
5960979483328830000,Roermond,60,Vrouw,NULL,NULL
-3017807943307160000,Sittard-Geleen,43,Man,NULL,NULL
-4660314226088350000,Sittard-Geleen,59,Vrouw,NULL,NULL
-8213973696956030000,Maastricht,25,Vrouw,NULL,NULL
7116945777451150000,Maastricht,44,Vrouw,NULL,NULL
-3232577665713760000,Eindhoven,26,Vrouw,NULL,NULL
8046180831466910000,Sittard-Geleen,53,Vrouw,NULL,NULL
1289741953197290000,Heerlen,26,Man,NULL,NULL
-4083223997316870000,Sittard-Geleen,63,Man,NULL,NULL
-4968673682367720000,Roermond,40,Man,NULL,NULL
-7775404046099280000,Heerlen,51,Man,NULL,NULL
937532442695437000,Maastricht,56,Man,NULL,NULL
-4352964693500210000,Eindhoven,55,Man,NULL,NULL
-4022020178095740000,Maastricht,55,Vrouw,NULL,NULL
-2733567579530730000,Eindhoven,32,Man,NULL,NULL
-1953504362105370000,Sittard-Geleen,54,Man,NULL,NULL
-7374924635390420000,Heerlen,53,Vrouw,NULL,NULL
-8880900298477100000,Eindhoven,51,Man,NULL,NULL
-1103672815342200000,Roermond,40,Vrouw,NULL,NULL
-208093303761545000,Sittard-Geleen,46,Man,NULL,NULL
-3161123996310060000,Roermond,57,Man,NULL,NULL
-1563745838284380000,Eindhoven,49,Vrouw,NULL,NULL
2731515740373280000,Heerlen,23,Man,NULL,NULL
-8701889398991340000,Heerlen,55,Vrouw,NULL,NULL
-8614275043278400000,Sittard-Geleen,27,Man,NULL,NULL
6990320965986590000,Heerlen,47,Vrouw,NULL,NULL
186804779603094000,Maastricht,33,Vrouw,NULL,NULL
4979759206227750000,Eindhoven,38,Vrouw,NULL,NULL
-109934476112635000,Sittard-Geleen,28,Man,NULL,NULL
2562237032409890000,Roermond,47,Vrouw,NULL,NULL
-5623374526399270000,Eindhoven,37,Man,NULL,NULL
1342376112015100000,Eindhoven,35,Vrouw,NULL,NULL
5562226913623500000,Heerlen,38,Vrouw,NULL,NULL
2659880524957970000,Maastricht,32,Vrouw,NULL,NULL
-8217990841265320000,Maastricht,49,Vrouw,NULL,NULL
3757009672317680000,Maastricht,54,Vrouw,NULL,NULL
-6023627873036460000,Sittard-Geleen,39,Vrouw,NULL,NULL
-3045219070683120000,Roermond,45,Vrouw,NULL,NULL
-4066771043618830000,Eindhoven,44,Vrouw,NULL,NULL
5432390484258560000,Eindhoven,46,Man,NULL,NULL
819244418140124000,Maastricht,57,Vrouw,NULL,NULL
-4423062033104430000,Eindhoven,48,Vrouw,NULL,NULL
1727649804902770000,Sittard-Geleen,58,Vrouw,NULL,NULL
8684682771651840000,Sittard-Geleen,52,Vrouw,NULL,NULL
3422121556426050000,Heerlen,26,Vrouw,NULL,NULL
4548251802695580000,Roermond,65,Man,NULL,NULL
-2180347870194670000,Heerlen,60,Vrouw,NULL,NULL
666026885500085000,Maastricht,29,Vrouw,NULL,NULL
-7134369482733200000,Maastricht,35,Vrouw,NULL,NULL
-3995859798016450000,Roermond,47,Vrouw,NULL,NULL
4061442138512840000,Roermond,26,Vrouw,NULL,NULL
2042565269899250000,Roermond,38,Vrouw,NULL,NULL
1437824001474810000,Sittard-Geleen,47,Man,NULL,NULL
1830375308142310000,Eindhoven,59,Vrouw,NULL,NULL
5795095810368100000,Sittard-Geleen,50,Vrouw,NULL,NULL
6866476192313660000,Maastricht,22,Vrouw,NULL,NULL
6780056261419710000,Maastricht,39,Vrouw,NULL,NULL
1571520486614210000,Heerlen,59,Vrouw,NULL,NULL
-4985950592343550000,Sittard-Geleen,63,Man,NULL,NULL
-4207055613362280000,Eindhoven,24,Vrouw,NULL,NULL
-146943723391955000,Heerlen,50,Man,NULL,NULL
3414698396123900000,Roermond,49,Man,NULL,NULL
4725383378870010000,Roermond,32,Man,NULL,NULL
-6675468695740780000,Sittard-Geleen,33,Vrouw,NULL,NULL
-5283778368760580000,Eindhoven,32,Man,NULL,NULL
-8588391074684190000,Eindhoven,62,Man,NULL,NULL
-4678963797781430000,Sittard-Geleen,26,Man,NULL,NULL
4339068065242200000,Maastricht,50,Vrouw,NULL,NULL
-837044700601520000,Maastricht,52,Vrouw,NULL,NULL
-6327657474249750000,Eindhoven,41,Vrouw,NULL,NULL
5044130202641290000,Heerlen,54,Vrouw,NULL,NULL
-1952894894385890000,Sittard-Geleen,54,Vrouw,NULL,NULL
-4976167625024600000,Sittard-Geleen,42,Man,NULL,NULL
660211070048716000,Maastricht,32,Vrouw,NULL,NULL
7584606474844310000,Roermond,53,Vrouw,NULL,NULL
-8735768399686070000,Sittard-Geleen,36,Vrouw,NULL,NULL
-4799669516402650000,Maastricht,48,Vrouw,NULL,NULL
4112868067406980000,Eindhoven,28,Vrouw,NULL,NULL
-3706389789923460000,Roermond,51,Man,NULL,NULL
-6428119151701550000,Eindhoven,40,Man,NULL,NULL
-4842050100475500000,Sittard-Geleen,46,Vrouw,NULL,NULL
-1953504193787940000,Eindhoven,27,Man,NULL,NULL
93877928488948000,Roermond,34,Man,NULL,NULL
8453431732603980000,Eindhoven,26,Man,NULL,NULL
-5765490805272310000,Eindhoven,34,Vrouw,NULL,NULL
5896317524595710000,Heerlen,65,Man,NULL,NULL
-5944656722923610000,Eindhoven,51,Vrouw,NULL,NULL
-4502039632894850000,Eindhoven,39,Man,NULL,NULL
-2156310618686600000,Roermond,60,Vrouw,NULL,NULL
-2541353510185220000,Sittard-Geleen,48,Man,NULL,NULL
-7427341044053800000,Sittard-Geleen,47,Vrouw,NULL,NULL
2445396275185830000,Eindhoven,36,Vrouw,NULL,NULL
3280336653977600000,Sittard-Geleen,56,Man,NULL,NULL
-2803604537379300000,Roermond,40,Man,NULL,NULL
-2179575092722000000,Roermond,37,Man,NULL,NULL
-4936445760877440000,Heerlen,35,Man,NULL,NULL
9017086471884970000,Maastricht,49,Man,NULL,NULL
-8566611107225190000,Maastricht,54,Vrouw,NULL,NULL
-599151799636047000,Eindhoven,35,Vrouw,NULL,NULL
4784992834585290000,Sittard-Geleen,43,Vrouw,NULL,NULL
6947082793592720000,Roermond,47,Vrouw,NULL,NULL
-3850730045531870000,Maastricht,51,Man,NULL,NULL
6929742761928160000,Heerlen,48,Vrouw,NULL,NULL
7021725056975480000,Maastricht,35,Vrouw,NULL,NULL
-5417216330334070000,Roermond,53,Man,NULL,NULL
-3334269033389060000,Heerlen,51,Vrouw,NULL,NULL
-5156372683881470000,Maastricht,44,Vrouw,NULL,NULL
3276401252217490000,Eindhoven,24,Vrouw,NULL,NULL
-20287340353909400,Maastricht,43,Vrouw,NULL,NULL
-6811047116214220000,Eindhoven,68,Man,NULL,NULL
5536775038896120000,Eindhoven,27,Man,NULL,NULL
-1976775693997220000,Roermond,62,Man,NULL,NULL
-1189642489630370000,Eindhoven,28,Vrouw,NULL,NULL
2465333023386610000,Roermond,26,Vrouw,NULL,NULL
5625174481523060000,Sittard-Geleen,42,Vrouw,NULL,NULL
-3903455319071890000,Eindhoven,32,Vrouw,NULL,NULL
4865075961510470000,Maastricht,45,Vrouw,NULL,NULL
-3619259910976020000,Heerlen,40,Vrouw,NULL,NULL
-7745647352770230000,Eindhoven,51,Vrouw,NULL,NULL
-2579748088754530000,Eindhoven,38,Man,NULL,NULL
8451405173699130000,Sittard-Geleen,57,Vrouw,NULL,NULL
-8113739851755150000,Maastricht,40,Man,NULL,NULL
-399325140450669000,Sittard-Geleen,29,Man,NULL,NULL
-5431942849987890000,Heerlen,42,Vrouw,NULL,NULL
-3843537893117420000,Sittard-Geleen,42,Vrouw,NULL,NULL
866595689431826000,Maastricht,52,Vrouw,NULL,NULL
-1572543456856460000,Roermond,26,Vrouw,NULL,NULL
-6195295059688440000,Roermond,27,Vrouw,NULL,NULL
-2309393195451090000,Maastricht,37,Vrouw,NULL,NULL
2143956380051420000,Maastricht,41,Man,NULL,NULL
-6929662475747380000,Eindhoven,61,Man,NULL,NULL
-6642212316827600000,Maastricht,53,Man,NULL,NULL
-271271561288697000,Roermond,45,Vrouw,NULL,NULL
1376844808717550000,Sittard-Geleen,42,Vrouw,NULL,NULL
9183812452203790000,Sittard-Geleen,28,Vrouw,NULL,NULL
-4968437805849630000,Sittard-Geleen,21,Man,NULL,NULL
896571247231034000,Sittard-Geleen,41,Vrouw,NULL,NULL
6272677327999490000,Roermond,41,Man,NULL,NULL
2776291010444390000,Sittard-Geleen,32,Vrouw,NULL,NULL
-2269821959281480000,Eindhoven,47,Man,NULL,NULL
-7238285404933370000,Eindhoven,52,Vrouw,NULL,NULL
-6502307273254420000,Roermond,24,Vrouw,NULL,NULL
-795219955947111000,Heerlen,57,Man,NULL,NULL
-6973036901107550000,Heerlen,37,Vrouw,NULL,NULL
6555845125020630000,Sittard-Geleen,39,Man,NULL,NULL
-5060734840008480000,Roermond,58,Vrouw,NULL,NULL
-2512886167326030000,Maastricht,56,Vrouw,NULL,NULL
1313214928488350000,Eindhoven,56,Vrouw,NULL,NULL
-536774807081646000,Eindhoven,55,Vrouw,NULL,NULL
2574904606734280000,Heerlen,60,Man,NULL,NULL
5337474230191980000,Roermond,29,Vrouw,NULL,NULL
-9205705599973800000,Maastricht,61,Vrouw,NULL,NULL
8187755371594480000,Roermond,32,Man,NULL,NULL
2749932168992210000,Sittard-Geleen,29,Man,NULL,NULL
2300771186825690000,Roermond,65,Man,NULL,NULL
8077372461981340000,Heerlen,37,Man,NULL,NULL
9051492764507680000,Maastricht,37,Man,NULL,NULL
4002348459137200000,Sittard-Geleen,54,Man,NULL,NULL
1533028417861000000,Roermond,32,Man,NULL,NULL
-6076859154417840000,Roermond,41,Man,NULL,NULL
2812634002320500000,Maastricht,52,Vrouw,NULL,NULL
-1729563287301390000,Heerlen,33,Vrouw,NULL,NULL
3883799204894190000,Heerlen,59,Vrouw,NULL,NULL
-645353367594526000,Roermond,52,Vrouw,NULL,NULL
-2759862395452850000,Sittard-Geleen,37,Vrouw,NULL,NULL
-69535069095435900,Eindhoven,23,Vrouw,NULL,NULL
7703366600199260000,Heerlen,54,Vrouw,NULL,NULL
6112352088822150000,Heerlen,51,Man,NULL,NULL
1926848088435640000,Heerlen,52,Vrouw,NULL,NULL
-8602238225644290000,Roermond,57,Man,NULL,NULL
-1051817509219930000,Roermond,46,Man,NULL,NULL
-6915492845746790000,Sittard-Geleen,49,Vrouw,NULL,NULL
7945494472143290000,Sittard-Geleen,57,Vrouw,NULL,NULL
-8767376729519700000,Heerlen,39,Vrouw,NULL,NULL
-3186789348694970000,Heerlen,60,Vrouw,NULL,NULL
9138938564481270000,Maastricht,40,Man,NULL,NULL
6019958579195700000,Sittard-Geleen,32,Man,NULL,NULL
5393214977456470000,Eindhoven,46,Vrouw,NULL,NULL
8162142019635410000,Maastricht,44,Vrouw,NULL,NULL
4870192728188610000,Eindhoven,40,Vrouw,NULL,NULL
-10390028529754200,Eindhoven,45,Vrouw,NULL,NULL
5955488585929990000,Heerlen,47,Man,NULL,NULL
-6721191030047960000,Sittard-Geleen,48,Man,NULL,NULL
528217889553532000,Heerlen,39,Vrouw,NULL,NULL
-5581467712360650000,Eindhoven,61,Vrouw,NULL,NULL
3970492245547290000,Heerlen,51,Vrouw,NULL,NULL
1280758778079640000,Maastricht,56,Vrouw,NULL,NULL
-4982824827724500000,Heerlen,46,Vrouw,NULL,NULL
-7520701385568780000,Maastricht,63,Man,NULL,NULL
-5277538832985940000,Roermond,41,Vrouw,NULL,NULL
8836383445993520000,Eindhoven,57,Vrouw,NULL,NULL
-5991497360359860000,Roermond,29,Vrouw,NULL,NULL
-4422079264998310000,Sittard-Geleen,49,Vrouw,NULL,NULL
4705482891217940000,Roermond,65,Man,NULL,NULL
-3274914862594820000,Eindhoven,45,Man,NULL,NULL
-2786161312262610000,Roermond,47,Vrouw,NULL,NULL
-1058091788497650000,Eindhoven,29,Man,NULL,NULL
-769320835006035000,Eindhoven,47,Vrouw,NULL,NULL
5637756390020820000,Roermond,41,Vrouw,NULL,NULL
1859320262177020000,Eindhoven,57,Vrouw,NULL,NULL
-3571235546593810000,Sittard-Geleen,29,Vrouw,NULL,NULL
-991471288456317000,Heerlen,52,Vrouw,NULL,NULL
169597895802214000,Sittard-Geleen,39,Vrouw,NULL,NULL
-4866059691426750000,Maastricht,54,Vrouw,NULL,NULL
-3167716485984110000,Heerlen,42,Vrouw,NULL,NULL
-6215450694631150000,Maastricht,39,Vrouw,NULL,NULL
1248308609907960000,Roermond,37,Vrouw,NULL,NULL
2781624321084250000,Roermond,63,Vrouw,NULL,NULL
9097272556655240000,Sittard-Geleen,27,Vrouw,NULL,NULL
1338479631432870000,Maastricht,53,Man,NULL,NULL
-7307240285871630000,Heerlen,28,Vrouw,NULL,NULL
-2117450021414150000,Roermond,30,Vrouw,NULL,NULL
5613491683017270000,Heerlen,26,Vrouw,NULL,NULL
27151368525582600,Sittard-Geleen,40,Vrouw,NULL,NULL
179426705673854000,Maastricht,42,Man,NULL,NULL
2984117889521210000,Sittard-Geleen,40,Vrouw,NULL,NULL
8217476170894240000,Roermond,35,Man,NULL,NULL
-3317205932180310000,Maastricht,28,Man,NULL,NULL
536222417119184000,Heerlen,42,Man,NULL,NULL
7104887992229250000,Eindhoven,46,Vrouw,NULL,NULL
-3992222166356750000,Maastricht,60,Vrouw,NULL,NULL
-6156322535950400000,Heerlen,34,Vrouw,NULL,NULL
9017503988531040000,Eindhoven,52,Man,NULL,NULL
3817592836758770000,Sittard-Geleen,53,Vrouw,NULL,NULL
-8185529811208100000,Maastricht,54,Man,NULL,NULL
-4452328372884840000,Sittard-Geleen,49,Man,NULL,NULL
-3086492577376880000,Eindhoven,51,Man,NULL,NULL
-146130095606280000,Sittard-Geleen,58,Vrouw,NULL,NULL
-2557878764790660000,Sittard-Geleen,54,Man,NULL,NULL
9146068122730060000,Eindhoven,48,Man,NULL,NULL
7010562034117480000,Heerlen,52,Man,NULL,NULL
9071231619810900000,Eindhoven,37,Man,NULL,NULL
-1756291142857000000,Heerlen,58,Man,NULL,NULL
2501594855028190000,Sittard-Geleen,56,Man,NULL,NULL
-7698275873622250000,Sittard-Geleen,31,Man,NULL,NULL
1784237926915920000,Roermond,57,Vrouw,NULL,NULL
5223367255230810000,Eindhoven,53,Man,NULL,NULL
-7300488613166780000,Heerlen,32,Vrouw,NULL,NULL
8881073510441970000,Heerlen,64,Vrouw,NULL,NULL
-1519330579948890000,Roermond,33,Man,NULL,NULL
-4763445031302770000,Heerlen,29,Vrouw,NULL,NULL
5020913432407840000,Heerlen,61,Vrouw,NULL,NULL
5573306123148380000,Maastricht,37,Vrouw,NULL,NULL
9048526730756290000,Sittard-Geleen,60,Vrouw,NULL,NULL
-2920897609422340000,Eindhoven,18,Vrouw,NULL,NULL
-7123601169354650000,Roermond,64,Man,NULL,NULL
6225962011548040000,Sittard-Geleen,68,Vrouw,NULL,NULL
2074925068210920000,Roermond,73,Vrouw,NULL,NULL
6260791764738670000,Maastricht,27,Man,NULL,NULL
7712114393083980000,Heerlen,60,Man,NULL,NULL
1811954514959410000,Sittard-Geleen,31,Vrouw,NULL,NULL
3421256336663680000,Heerlen,34,Vrouw,NULL,NULL
-4115899988054740000,Sittard-Geleen,46,Vrouw,NULL,NULL
-7092770135535990000,Heerlen,51,Man,NULL,NULL
950751841334069000,Maastricht,58,Man,NULL,NULL
6565680215875160000,Maastricht,56,Vrouw,NULL,NULL
-8968050466432720000,Eindhoven,42,Vrouw,NULL,NULL
917946112332534000,Sittard-Geleen,61,Man,NULL,NULL
8457379235217370000,Maastricht,44,Vrouw,NULL,NULL
4999996327568980000,Sittard-Geleen,50,Vrouw,NULL,NULL
-5796156015465200000,Maastricht,23,Vrouw,NULL,NULL
-7492498971802480000,Heerlen,35,Man,NULL,NULL
-2979841053031950000,Maastricht,30,Vrouw,NULL,NULL
-1641222877677630000,Eindhoven,55,Vrouw,NULL,NULL
6599700899515170000,Roermond,63,Man,NULL,NULL
7714532195078210000,Heerlen,60,Vrouw,NULL,NULL
-363841063968661000,Heerlen,52,Vrouw,NULL,NULL
-6856067310165190000,Heerlen,33,Man,NULL,NULL
-3402851382511310000,Sittard-Geleen,34,Vrouw,NULL,NULL
-5898112027653950000,Sittard-Geleen,42,Vrouw,NULL,NULL
6074839262610630000,Roermond,23,Vrouw,NULL,NULL
-8971867446449490000,Heerlen,46,Vrouw,NULL,NULL
-1761994105992390000,Roermond,41,Man,NULL,NULL
-498266650879007000,Maastricht,64,Vrouw,NULL,NULL
-94594572142879900,Heerlen,30,Man,NULL,NULL
-1235882238293540000,Sittard-Geleen,42,Man,NULL,NULL
-4330026258430330000,Eindhoven,34,Vrouw,NULL,NULL
-1296859841491540000,Maastricht,30,Vrouw,NULL,NULL
-1772074790013420000,Maastricht,34,Vrouw,NULL,NULL
-2871759957055680000,Eindhoven,22,Vrouw,NULL,NULL
172934722114492000,Eindhoven,46,Vrouw,NULL,NULL
-3791273911412640000,Maastricht,52,Vrouw,NULL,NULL
-3396092805074240000,Roermond,65,Man,NULL,NULL
7704639776609820000,Eindhoven,42,Man,NULL,NULL
7650347586666080000,Sittard-Geleen,35,Vrouw,NULL,NULL
5954665724711060000,Heerlen,39,Vrouw,NULL,NULL
-5219757451623890000,Roermond,53,Vrouw,NULL,NULL
6474173092331240000,Heerlen,44,Man,NULL,NULL
7756757919940150000,Maastricht,33,Vrouw,NULL,NULL
3800145636608220000,Heerlen,36,Man,NULL,NULL
3524759937787730000,Eindhoven,52,Vrouw,NULL,NULL
-8457312355461330000,Heerlen,32,Vrouw,NULL,NULL
5367450074338600000,Maastricht,50,Man,NULL,NULL
-7384687521945910000,Eindhoven,58,Vrouw,NULL,NULL
6135970891648950000,Eindhoven,47,Man,NULL,NULL
-4032076619345610000,Eindhoven,39,Vrouw,NULL,NULL
-9212011126778040000,Eindhoven,48,Man,NULL,NULL
8387442683371320000,Heerlen,46,Man,NULL,NULL
3423266419934200000,Sittard-Geleen,46,Vrouw,NULL,NULL
-5394544251054430000,Maastricht,47,Vrouw,NULL,NULL
-195735882008835000,Heerlen,62,Vrouw,NULL,NULL
-256410967410882000,Sittard-Geleen,40,Vrouw,NULL,NULL
310359198624342000,Heerlen,42,Man,NULL,NULL
7616477203032690000,Eindhoven,50,Vrouw,NULL,NULL
2189115078915560000,Heerlen,21,Vrouw,NULL,NULL
4929610318064590000,Eindhoven,49,Man,NULL,NULL
-1554209270751360000,Roermond,50,Man,NULL,NULL
3416419977071240000,Eindhoven,72,Vrouw,NULL,NULL
-4125968458676100000,Sittard-Geleen,59,Man,NULL,NULL
-7536476604208430000,Eindhoven,37,Man,NULL,NULL
7704707577693520000,Roermond,44,Vrouw,NULL,NULL
-2265173582022700000,Sittard-Geleen,68,Vrouw,NULL,NULL
-7583547495036350000,Maastricht,52,Vrouw,NULL,NULL
6411332315703360000,Sittard-Geleen,57,Vrouw,NULL,NULL
9221037982894780000,Heerlen,23,Man,NULL,NULL
-3373030307315840000,Sittard-Geleen,57,Man,NULL,NULL
-7345960595948470000,Roermond,47,Man,NULL,NULL
1133012285287460000,Eindhoven,36,Vrouw,NULL,NULL
3689079635094600000,Eindhoven,21,Vrouw,NULL,NULL
-392623139221018000,Roermond,35,Vrouw,NULL,NULL
-5183978052393670000,Maastricht,33,Vrouw,NULL,NULL
7157456885400280000,Sittard-Geleen,49,Man,NULL,NULL
3655510457833750000,Sittard-Geleen,40,Vrouw,NULL,NULL
1483864636055640000,Eindhoven,46,Man,NULL,NULL
1854955453945520,Sittard-Geleen,27,Vrouw,NULL,NULL
-290572814106955000,Maastricht,30,Vrouw,NULL,NULL
-3229539085466060000,Roermond,36,Man,NULL,NULL
-289706416831562000,Eindhoven,58,Man,NULL,NULL
7131028018974180000,Maastricht,55,Vrouw,NULL,NULL
-5612242677100860000,Heerlen,30,Vrouw,NULL,NULL
-7991862639663300000,Sittard-Geleen,40,Vrouw,NULL,NULL
-4989300545500820000,Roermond,50,Man,NULL,NULL
4939026469320050000,Roermond,65,Man,NULL,NULL
4619409521285980000,Sittard-Geleen,54,Vrouw,NULL,NULL
-5074667043814050000,Heerlen,63,Vrouw,NULL,NULL
63731855996044600,Maastricht,27,Man,NULL,NULL
-1444560180481960000,Maastricht,53,Man,NULL,NULL
-8883781975216170000,Maastricht,55,Vrouw,NULL,NULL
4085553884848490000,Roermond,54,Vrouw,NULL,NULL
-1211152133347810000,Sittard-Geleen,63,Man,NULL,NULL
-8512542944086710000,Heerlen,24,Vrouw,NULL,NULL
3922263511643570000,Sittard-Geleen,29,Vrouw,NULL,NULL
4661246707314080000,Maastricht,44,Vrouw,NULL,NULL
3445714164260420000,Maastricht,58,Vrouw,NULL,NULL
1210271815610420000,Heerlen,57,Vrouw,NULL,NULL
2062597336186560000,Eindhoven,64,Vrouw,NULL,NULL
5855943633000320000,Maastricht,38,Vrouw,NULL,NULL
5229121215308170000,Eindhoven,28,Vrouw,NULL,NULL
-4471135715177120000,Roermond,48,Vrouw,NULL,NULL
-3321609152944320000,Heerlen,50,Vrouw,NULL,NULL
2077949330740720000,Heerlen,26,Vrouw,NULL,NULL
100231301960319000,Eindhoven,64,Man,NULL,NULL
-8332486097856130000,Sittard-Geleen,56,Man,NULL,NULL
3886309783055940000,Heerlen,28,Vrouw,NULL,NULL
-6357616164357610000,Roermond,67,Vrouw,NULL,NULL
-3742184929817880000,Roermond,49,Vrouw,NULL,NULL
-7610332667020720000,Sittard-Geleen,41,Man,NULL,NULL
6538403608133610000,Eindhoven,46,Vrouw,NULL,NULL
-3964321370979350000,Heerlen,58,Vrouw,NULL,NULL
7601095067295500000,Maastricht,40,Vrouw,NULL,NULL
7194619078878680000,Sittard-Geleen,61,Man,NULL,NULL
8301459046851220000,Roermond,41,Vrouw,NULL,NULL
-3235817106810850000,Roermond,26,Vrouw,NULL,NULL
7979429931082050000,Maastricht,60,Vrouw,NULL,NULL
-5131052306131230000,Roermond,47,Vrouw,NULL,NULL
3735885301981670000,Roermond,52,Vrouw,NULL,NULL
8688612939588740000,Maastricht,35,Vrouw,NULL,NULL
-4725528062901990000,Roermond,40,Man,NULL,NULL
1462391931613910000,Sittard-Geleen,19,Vrouw,NULL,NULL
-2598795116513570000,Sittard-Geleen,29,Man,NULL,NULL
5445133703034630000,Sittard-Geleen,58,Vrouw,NULL,NULL
6067616428445130000,Sittard-Geleen,35,Man,NULL,NULL
457618388411391000,Roermond,43,Vrouw,NULL,NULL
8646542641157250000,Heerlen,56,Man,NULL,NULL
3679297942179200000,Roermond,67,Vrouw,NULL,NULL
-1516554304183970000,Eindhoven,33,Man,NULL,NULL
-7997801964042050000,Maastricht,52,Vrouw,NULL,NULL
-2981497764386070000,Eindhoven,49,Vrouw,NULL,NULL
-1036716443940140000,Roermond,24,Man,NULL,NULL
-4484258429331070000,Roermond,32,Vrouw,NULL,NULL
-7846418827431060000,Heerlen,40,Man,NULL,NULL
-4762220332110350000,Roermond,60,Man,NULL,NULL
2921340159078280000,Maastricht,52,Man,NULL,NULL
2652086791711090000,Maastricht,59,Vrouw,NULL,NULL
-6232324462246100000,Eindhoven,48,Vrouw,NULL,NULL
3942044878932210000,Sittard-Geleen,23,Man,NULL,NULL
-8107714170580010000,Roermond,35,Man,NULL,NULL
4335149356002900000,Eindhoven,50,Vrouw,NULL,NULL
3901939975715720000,Sittard-Geleen,40,Vrouw,NULL,NULL
-2984820562471860000,Heerlen,49,Vrouw,NULL,NULL
-145928672566712000,Heerlen,53,Vrouw,NULL,NULL
320998007405782000,Roermond,48,Man,NULL,NULL
4201074359183980000,Sittard-Geleen,58,Man,NULL,NULL
-2116870041400470000,Heerlen,46,Vrouw,NULL,NULL
5044151917037840000,Heerlen,22,Vrouw,NULL,NULL
-829552205926327000,Maastricht,61,Vrouw,NULL,NULL
6447983896810340000,Eindhoven,51,Vrouw,NULL,NULL
3786460930871600000,Maastricht,56,Vrouw,NULL,NULL
-4020068880990680000,Eindhoven,38,Vrouw,NULL,NULL
5995568163043350000,Eindhoven,60,Vrouw,NULL,NULL
3050321132087820000,Maastricht,56,Vrouw,NULL,NULL
8734871139902430000,Heerlen,49,Vrouw,NULL,NULL
-1130587037640390000,Roermond,36,Man,NULL,NULL
6827487507954180000,Roermond,55,Vrouw,NULL,NULL
5868747167021570000,Maastricht,59,Vrouw,NULL,NULL
-1166810491666520000,Roermond,41,Man,NULL,NULL
-747399065489342000,Maastricht,20,Man,NULL,NULL
-3271052282943520000,Sittard-Geleen,51,Vrouw,NULL,NULL
1875254835173290000,Sittard-Geleen,48,Man,NULL,NULL
2588061261155170000,Sittard-Geleen,43,Vrouw,NULL,NULL
5519646209358140000,Roermond,60,Man,NULL,NULL
-1860097443066220000,Roermond,35,Vrouw,NULL,NULL
8824000032651680000,Maastricht,22,Vrouw,NULL,NULL
-3347424855474930000,Eindhoven,68,Vrouw,NULL,NULL
3297278270801730000,Maastricht,36,Vrouw,NULL,NULL
-3349900130319850000,Heerlen,51,Man,NULL,NULL
-3928648145043020000,Roermond,44,Man,NULL,NULL
3503888864768220000,Maastricht,52,Vrouw,NULL,NULL
-1156060262491330000,Maastricht,36,Vrouw,NULL,NULL
-5389259152664560000,Eindhoven,29,Man,NULL,NULL
8319822181002600000,Roermond,70,Vrouw,NULL,NULL
-5184152629744260000,Roermond,42,Man,NULL,NULL
5551095114725280000,Roermond,47,Vrouw,NULL,NULL
-2737904265662380000,Eindhoven,59,Vrouw,NULL,NULL
5615812183470480000,Sittard-Geleen,54,Man,NULL,NULL
2244489171458680000,Roermond,23,Vrouw,NULL,NULL
-4818690007957440000,Heerlen,53,Vrouw,NULL,NULL
-5203047024629230000,Eindhoven,50,Vrouw,NULL,NULL
6631529601333560000,Eindhoven,60,Vrouw,NULL,NULL
8023169243100400000,Maastricht,25,Vrouw,NULL,NULL
2284854075943990000,Maastricht,59,Vrouw,NULL,NULL
6105412827484730000,Sittard-Geleen,27,Man,NULL,NULL
4510392487849480000,Heerlen,38,Vrouw,NULL,NULL
3050402207944520000,Roermond,48,Man,NULL,NULL
4156654942354180000,Maastricht,28,Vrouw,NULL,NULL
6828222384346240000,Sittard-Geleen,29,Vrouw,NULL,NULL
5801348463976530000,Maastricht,62,Vrouw,NULL,NULL
2021796884004040000,Heerlen,36,Vrouw,NULL,NULL
-973889781065196000,Roermond,41,Man,NULL,NULL
341130054453039000,Roermond,43,Man,NULL,NULL
6373965535659770000,Roermond,38,Vrouw,NULL,NULL
3698472685880770000,Heerlen,39,Vrouw,NULL,NULL
-1361646738929410000,Eindhoven,41,Vrouw,NULL,NULL
-2313163863163970000,Eindhoven,44,Vrouw,NULL,NULL
-234911625974724000,Sittard-Geleen,50,Vrouw,NULL,NULL
-4966918021302100000,Maastricht,57,Vrouw,NULL,NULL
-7608733660342990000,Eindhoven,54,Man,NULL,NULL
-2027170651803940000,Heerlen,25,Man,NULL,NULL
7514310524131380000,Sittard-Geleen,36,Vrouw,NULL,NULL
8952264738332030000,Maastricht,34,Man,NULL,NULL
-5257612489741000000,Maastricht,39,Man,NULL,NULL
3510286505606330000,Eindhoven,57,Vrouw,NULL,NULL
2662515136280110000,Eindhoven,50,Vrouw,NULL,NULL
